Frequency_Hz,Magnitude_dB,Phase_deg
17.378008287493685,18.274077990890685,-151.26268501366346
17.782794100389157,18.343373188093228,-151.68321786744193
18.197008586099763,18.410850125210885,-152.10484269255304
18.620871366628602,18.476518562545895,-152.52718908509272
19.0546071796324,18.540390643276442,-152.9498955784066
19.49844599758038,18.602480777679435,-153.37261031470877
19.95262314968872,18.66280552297613,-153.79499165424556
20.417379446695215,18.721383459619872,-154.21670872100412
20.892961308540315,18.77823506484232,-154.63744188448965
21.37962089502224,18.833382584262317,-155.05688317759876
21.877616239495442,18.886849902342217,-155.47473665110167
22.387211385683308,18.938662412449183,-155.8907186657025
22.90867652767764,18.988846887245696,-156.3045581230691
23.442288153199126,19.03743135009431,-156.71599663761518
23.988329190194808,19.08444494811755,-157.12478865116114
24.547089156850202,19.12991782750624,-157.53070149291142
25.118864315095696,19.17388101161812,-157.93351538744565
25.70395782768853,19.216366282356027,-158.3330234136436
26.302679918953707,19.257406065260074,-158.729031417639
26.91534803926904,19.297033318693497,-159.12135788303337
27.542287033381545,19.335281427447075,-159.50983376169214
28.183829312644416,19.37218410103323,-159.8943022685029
28.840315031265934,19.40777527688845,-160.27461864349158
29.51209226666373,19.442089028652592,-160.65064988467913
30.19951720402003,19.475159479645438,-161.0222744550157
30.90295432513577,19.507020721616005,-161.38938196665578
31.622776601683654,19.53770673879817,-161.7518728457441
32.35936569296268,19.56725133726724,-162.10965798076202
33.11311214825896,19.595688079557085,-162.46265835735454
33.884415613920105,19.623050224465604,-162.81080468240688
34.67368504525301,19.649370671947956,-163.1540369999834
35.481338923357384,19.674681912972428,-163.49230430157445
36.30780547700997,19.699015984192236,-163.8255641329246
37.15352290971708,19.72240442726865,-164.15378219954206
38.01893963205595,19.74487825266565,-164.47693197281245
38.90451449942788,19.766467907724557,-164.79499429846715
39.81071705534954,19.78720324881761,-165.10795700898433
40.73802778041109,19.807113517372894,-165.41581454133532
41.68693834703335,19.82622731955846,-165.71856756132522
42.65795188015907,19.844572609411575,-166.0162225956254
43.65158322401639,19.86217667519826,-166.30879167244646
44.6683592150961,19.879066128789916,-166.59629197166026
45.70881896148729,19.895266897846508,-166.87874548505226
46.7735141287196,19.910804220599974,-167.1561786872593
47.86300923226361,19.925702643036526,-167.42862221783832
48.97788193684438,19.939986018282905,-167.6961105748053
50.11872336272698,19.953677508008106,-167.95868181988956
51.286138399136235,19.966799585660016,-168.21637729565984
52.480746024977,19.979374041363844,-168.46924135460276
53.70317963702501,19.991421988317747,-168.71732110016163
54.954087385762186,20.002963870529555,-168.96066613968122
56.23413251903463,20.014019471746746,-169.19932834914994
57.54399373371541,20.024607925440886,-169.43336164958015
58.88436553555861,20.03474772571601,-169.6628217948272
60.255958607435474,20.04445673901889,-169.88776617060992
61.65950018614791,20.053752216537767,-170.1082536044655
63.09573444801901,20.062650807183623,-170.32434418634622
64.56542290346522,20.071168571056614,-170.53609909954437
66.06934480075925,20.079320993307242,-170.74358046161444
67.60829753919782,20.087122998309418,-170.94685117495067
69.18309709189329,20.0945889640695,-171.14597478666667
70.79457843841342,20.10173273680183,-171.34101535741908
72.44359600749863,20.108567645607707,-171.53203733881367
74.13102413009136,20.115106517200662,-171.71910545903066
75.85775750291798,20.121361690626266,-171.90228461630787
77.62471166286876,20.127345031930247,-172.08163977992322
79.43282347242773,20.13306794873334,-172.2572358983229
81.2830516164095,20.13854140467607,-172.42913781404727
83.17637711026666,20.14377593370061,-172.59741018511403
85.1138038202372,20.148781654141345,-172.76211741252695
87.0963589956076,20.153568282598776,-172.9233235735862
89.12509381337408,20.158145147575333,-173.08109236068745
91.20108393559049,20.162521202854403,-173.23548702530576
93.3254300796986,20.166705040607017,-173.38657032687178
95.49925860214309,20.170704904212844,-173.53440448625886
97.72372209558054,20.174528700785125,-173.67905114360852
99.99999999999946,20.17818401339074,-173.82057132023553
102.32929922807486,20.181678112958906,-173.95902538436331
104.71285480508938,20.185017969873766,-174.09447302045157
107.15193052376004,20.18821026524762,-174.22697320188848
109.64781961431788,20.19126140187309,-174.3565841668322
112.2018454301957,20.19417751485374,-174.483363396994
114.81536214968762,20.19696448191383,-174.60736759916955
117.48975549395227,20.199627933388967,-174.7286526893294
120.22644346174059,20.202173261900235,-174.847273779095
123.02687708123743,20.20460563171524,-174.9632851644331
125.89254117941597,20.20692998780012,-175.07674031640906
128.82495516931263,20.209151064567294,-175.18769187385186
131.82567385563993,20.211273394324113,-175.29619163778915
134.89628825916455,20.213301315428055,-175.40229056751951
138.03842646028764,20.215238980154574,-175.5060387781978
141.25375446227457,20.217090362283802,-175.60748553981443
144.54397707459188,20.21885926441277,-175.7066792774595
147.91083881681985,20.220549324999904,-175.80366757276673
151.3561248436199,20.22216402514864,-175.89849716644028
154.8816618912472,20.22370669513732,-175.99121396177213
158.4893192461104,20.225180520702338,-176.08186302906554
162.18100973589202,20.22658854908167,-176.17048861088276
165.95869074375506,20.22793369482607,-176.25713412804322
169.8243652461734,20.22921874538486,-176.34184218630108
173.78008287493645,20.23044636647345,-176.424654583637
177.82794100389117,20.231619107229747,-176.50561231810227
181.9700858609972,20.232739405166082,-176.58475559616
186.20871366628555,20.233809590923805,-176.66212384146735
190.54607179632347,20.23483189283702,-176.73775570405263
194.98445997580325,20.235808441312216,-176.81168906983672
199.52623149688665,20.23674127303024,-176.88396107046282
204.1737944669516,20.23763233497682,-176.95460809338687
208.92961308540256,20.238483488308034,-177.02366579219827
213.7962089502218,20.23929651205664,-177.09116909713262
218.77616239495381,20.240073106685067,-177.1571522257487
223.87211385683247,20.24081489749105,-177.22164869373555
229.08676527677576,20.241523437871226,-177.28469132582686
234.42288153199064,20.242200212448232,-177.34631226679753
239.88329190194744,20.24284664006654,-177.40654299251577
245.4708915685014,20.243464076662086,-177.46541432103345
251.18864315095632,20.244053818010663,-177.52295642369472
257.03957827688464,20.24461710235984,-177.57919883624413
263.0267991895364,20.245155112949014,-177.63417046991546
269.15348039268974,20.24566898042203,-177.6878996224955
275.4228703338148,20.24615978513678,-177.74041398933562
281.8382931264435,20.246628559375836,-177.79174067431123
288.4031503126586,20.247076289462168,-177.84190620071035
295.12092266663655,20.247503917783863,-177.8909365220443
301.9951720401995,20.247912344731496,-177.9388570327698
309.02954325135687,20.24830243055188,-177.98569257891552
316.2277660168357,20.248674997121434,-178.03146746860446
323.593656929626,20.249030829642795,-178.07620548246626
331.13112148258875,20.249370678267642,-178.11992988393303
338.84415613920015,20.24969525964892,-178.16266342941395
346.73685045252915,20.25000525842543,-178.20442837834347
354.8133892335729,20.2503013286416,-178.2452465030995
363.0780547700987,20.250584095105275,-178.2851390987884
371.5352290971698,20.250854154685932,-178.32412699289117
380.1893963205584,20.251112077556165,-178.36223055477402
389.04514499427773,20.251358408378607,-178.39946970505574
398.1071705534943,20.25159366744073,-178.435863924829
407.3802778041097,20.251818351739715,-178.4714322647445
416.8693834703323,20.252032936019624,-178.50619335394194
426.5795188015895,20.252237873762816,-178.54016540884004
436.5158322401627,20.252433598137607,-178.5733662417775
446.6835921509598,20.25262052290417,-178.6058132695084
457.0881896148716,20.252799043280323,-178.6375235215501
467.7351412871947,20.25296953676905,-178.66851364838377
478.63009232263477,20.25313236394943,-178.69879992951314
489.7788193684425,20.25328786923245,-178.72839828137023
501.1872336272685,20.25343638158343,-178.7573242650856
512.861383991361,20.253578215212254,-178.78559309410687
524.8074602497686,20.253713670233083,-178.81321964167972
537.0317963702487,20.25384303329473,-178.84021844818582
549.5408738576203,20.253966578182986,-178.86660372834046
562.3413251903447,20.254084566396205,-178.89238937825226
575.4399373371524,20.254197247695235,-178.9175889823449
588.8436553555844,20.254304860628917,-178.94221582014416
602.559586074353,20.254407633036156,-178.96628287292998
616.5950018614773,20.254505782525584,-178.989802830257
630.9573444801882,20.254599516933904,-179.0127880963443
645.6542290346504,20.25468903476375,-179.0352507963362
660.6934480075907,20.254774525602027,-179.05720278243624
676.0829753919763,20.254856170519542,-179.07865563991632
691.8309709189309,20.254934142452875,-179.09962069300218
707.9457843841321,20.255008606569085,-179.12010901063798
724.4359600749841,20.25507972061419,-179.14013141213118
741.3102413009113,20.25514763524606,-179.15969847268028
758.5775750291774,20.255212494352417,-179.17882052878676
776.2471166286851,20.255274435354597,-179.1975076835536
794.3282347242747,20.255333589497763,-179.21576981187226
812.8305161640923,20.25539008212807,-179.2336165655003
831.7637711026639,20.2554440329575,-179.25105737802792
851.1380382023692,20.255495556316756,-179.2681014697477
870.9635899560732,20.25554476139692,-179.28475785240877
891.2509381337379,20.2555917524802,-179.30103533387472
912.0108393559019,20.255636629160392,-179.3169425226872
933.254300796983,20.25567948655346,-179.33248783251713
954.9925860214277,20.255720415498637,-179.3476794865338
977.2372209558022,20.255759502750564,-179.36252552167298
999.9999999999912,20.25579683116279,-179.37703379280993
1023.2929922807451,20.255832479863017,-179.39121197684702
1047.1285480508902,20.255866524420547,-179.4050675767092
1071.5193052375969,20.255899037006145,-179.41860792525412
1096.4781961431752,20.255930086544783,-179.43184018908929
1122.0184543019534,20.255959738861506,-179.4447713723237
1148.1536214968723,20.25598805682077,-179.45740832021298
1174.8975549395188,20.25601510045949,-179.4697577227423
1202.264434617402,20.256040927114157,-179.48182611812325
1230.2687708123703,20.256065591542225,-179.49361989621462
1258.9254117941557,20.256089146038043,-179.50514530186885
1288.2495516931222,20.256111640543615,-179.51640843819715
1318.256738556395,20.256133122754328,-179.5274152697804
1348.9628825916411,20.256153638219992,-179.53817162578457
1380.384264602872,20.2561732304413,-179.54868320302535
1412.537544622741,20.25619194096196,-179.55895556895695
1445.4397707459138,20.256209809456717,-179.5689941645958
1479.1083881681934,20.256226873815404,-179.5788043073792
1513.5612484361939,20.256243170223183,-179.58839119396112
1548.8166189124668,20.256258733237217,-179.59775990293866
1584.8931924610986,20.25627359585991,-179.6069153975354
1621.8100973589146,20.25628778960881,-179.61586252820084
1659.5869074375448,20.256301344583413,-179.62460603516956
1698.243652461728,20.256314289528937,-179.63315055095595
1737.8008287493587,20.25632665189722,-179.641500602794
1778.2794100389056,20.25633845790493,-179.649660615024
1819.7008586099657,20.256349732589108,-179.65763491141803
1862.0871366628492,20.25636049986022,-179.6654277174712
1905.4607179632285,20.256370782552867,-179.67304316261797
1949.844599758026,20.256380602474163,-179.68048528241582
1995.26231496886,20.25638998044995,-179.68775802067327
2041.7379446695093,20.256398936368974,-179.69486523153068
2089.296130854019,20.256407489224998,-179.70181068149458
2137.962089502211,20.256415657157113,-179.7085980514259
2187.7616239495305,20.25642345748816,-179.71523093848347
2238.721138568317,20.256430906761477,-179.7217128580237
2290.86765276775,20.256438020775928,-179.7280472454573
2344.2288153198983,20.256444814619464,-179.73423745806423
2398.832919019466,20.256451302701034,-179.7402867767675
2454.708915685005,20.256457498781213,-179.7461984078671
2511.8864315095543,20.256463416001296,-179.75197548473457
2570.3957827688373,20.25646906691123,-179.75762106946928
2630.2679918953545,20.256474463496197,-179.76313815451743
2691.5348039268874,20.256479617202,-179.76852966425412
2754.2287033381376,20.25648453895938,-179.77379845652996
2818.3829312644243,20.256489239207156,-179.778947324185
2884.0315031265754,20.256493727914368,-179.78397899651603
2951.2092266663544,20.256498014601455,-179.78889614073267
3019.951720401984,20.25650210836036,-179.7937013633685
3090.2954325135574,20.25650601787389,-179.79839721164797
3162.2776601683454,20.2565097514341,-179.8029861748463
3235.936569296248,20.256513316959847,-179.80747068559248
3311.311214825875,20.256516722013636,-179.8118531211833
3388.4415613919887,20.256519973817614,-179.81613580480754
3467.3685045252787,20.256523079268916,-179.82032100680027
3548.1338923357157,20.256526044954253,-179.82441094584198
3630.7805477009733,20.256528877163934,-179.82840779012116
3715.3522909716844,20.256531581905154,-179.83231365849198
3801.89396320557,20.256534164914775,-179.8361306215937
3890.451449942763,20.256536631671448,-179.83986070294705
3981.0717055349282,20.25653898740729,-179.84350588002593
4073.802778041082,20.256541237118917,-179.84706808530447
4168.693834703307,20.256543385578087,-179.85054920728058
4265.795188015879,20.256545437341806,-179.85395109147603
4365.15832240161,20.25654739676198,-179.8572755414142
4466.835921509581,20.256549267994668,-179.86052431957495
4570.881896148699,20.25655105500887,-179.86369914832872
4677.351412871929,20.25655276159497,-179.86680171084848
4786.300923226329,20.256554391372767,-179.8698336520017
4897.788193684407,20.256555947799132,-179.87279657922156
5011.872336272666,20.25655743417537,-179.87569206335863
5128.61383991359,20.256558853654198,-179.87852163951317
5248.074602497666,20.25656020924645,-179.88128680784837
5370.317963702466,20.256561503827456,-179.88398903438528
5495.408738576182,20.256562740143128,-179.88662975177954
5623.413251903426,20.256563920815815,-179.88921036008057
5754.399373371502,20.25656504834981,-179.89173222747337
5888.436553555821,20.256566125136732,-179.89419669100857
6025.595860743507,20.25656715346055,-179.8966050572864
6165.950018614749,20.256568135502427,-179.89895860319785
6309.5734448018575,20.25656907334538,-179.9012585765577
6456.542290346478,20.25656996897866,-179.90350619676562
6606.934480075881,20.256570824302006,-179.90570265549627
6760.8297539197365,20.256571641129636,-179.90784911728224
6918.309709189281,20.256572421194132,-179.90994672015557
7079.457843841294,20.256573166150087,-179.911996576246
7244.359600749813,20.256573877577644,-179.91399977237043
7413.102413009085,20.25657455698581,-179.91595737061382
7585.775750291745,20.256575205815682,-179.91787040886786
7762.471166286822,20.256575825443505,-179.9197399014296
7943.282347242717,20.256576417183577,-179.92156683949062
8128.305161640892,20.256576982291044,-179.92335219168652
8317.637711026608,20.256577521964566,-179.92509690460565
8511.380382023659,20.256578037348852,-179.92680190329085
8709.635899560699,20.256578529537084,-179.92846809172966
8912.509381337344,20.256578999573257,-179.93009635333368
9120.108393558983,20.256579448454378,-179.93168755140675
9332.543007969793,20.256579877132562,-179.9332425296026
9549.925860214238,20.2565802865171,-179.9347621123721
9772.372209557981,20.256580677476343,-179.93624710540027
9999.99999999987,20.256581050839554,-179.93769829603332
10232.929922807409,20.25658140739868,-179.93911645369616
10471.28548050886,20.256581747910044,-179.94050233030026
10715.193052375924,20.256582073095895,-179.94185666064212
10964.781961431707,20.256582383646005,-179.94318016279294
11220.184543019488,20.256582680219076,-179.9444735384793
11481.536214968677,20.256582963444178,-179.94573747345498
11748.975549395142,20.256583233922075,-179.9469726378649
12022.644346173971,20.256583492226476,-179.94817968659981
12302.687708123653,20.256583738905288,-179.94935925964404
12589.254117941506,20.256583974481728,-179.95051198241444
12882.495516931169,20.256584199455506,-179.9516384661018
13182.567385563896,20.256584414303806,-179.95273930795597
13489.628825916358,20.256584619482346,-179.95381509165102
13803.842646028665,20.25658481542635,-179.95486638759482
14125.375446227354,20.25658500255142,-179.95589375318278
14454.39770745908,20.256585181254486,-179.95689773313214
14791.083881681874,20.256585351914605,-179.95787885976125
15135.612484361876,20.25658551489375,-179.95883765328136
15488.166189124602,20.25658567053764,-179.9597746220238
15848.931924610919,20.256585819176397,-179.9606902628067
16218.100973589078,20.256585961125325,-179.96158506110137
16595.86907437538,20.256586096685496,-179.96245949133805
16982.43652461721,20.256586226144467,-179.9633140171478
17378.008287493514,20.256586349776818,-179.96414909160833
17782.794100388983,20.256586467844805,-179.96496515748422
18197.008586099582,20.256586580598864,-179.96576264746162
18620.871366628417,20.25658668827816,-179.96654198437767
19054.607179632207,20.256586791111083,-179.9673035814447
19498.44599758018,20.256586889315766,-179.96804784246936
19952.623149688516,20.256586983100515,-179.96877516206652
20417.379446695006,20.256587072664253,-179.96948592588816
20892.9613085401,20.256587158196968,-179.97018051073056
21379.620895022017,20.256587239880073,-179.97085928492837
21877.616239495215,20.25658731788684,-179.97152260835563
22387.211385683077,20.256587392382723,-179.9721708327137
22908.676527677402,20.256587463525733,-179.97280430171773
23442.288153198886,20.25658753146679,-179.97342335118182
23988.32919019456,20.25658759635,-179.97402830941073
24547.08915684995,20.25658765831298,-179.9746194971018
25118.864315095438,20.256587717487164,-179.97519722770963
25703.957827688264,20.256587773998078,-179.9757618076119
26302.679918953436,20.25658782796558,-179.97631353607767
26915.348039268763,20.256587879504142,-179.97685270569812
27542.28703338126,20.256587928723093,-179.9773796023474
28183.829312644124,20.256587975726823,-179.9778945053534
28840.315031265636,20.25658802061504,-179.97839768772383
29512.09226666342,20.25658806348295,-179.97888941629085
30199.517204019714,20.256588104421493,-179.97936995175547
30902.954325135444,20.2565881435175,-179.9798395489033
31622.77660168332,20.25658818085389,-179.98029845672053
32359.36569296234,20.25658821650987,-179.9807469185256
33113.11214825861,20.256588250561066,-179.98118517209846
33884.415613919744,20.2565882830797,-179.98161344980653
34673.68504525264,20.256588314134763,-179.98203197872792
35481.33892335701,20.256588343792117,-179.98244098081068
36307.805477009584,20.256588372114667,-179.9828406727962
37153.52290971669,20.256588399162496,-179.98323126672267
38018.93963205554,20.25658842499297,-179.98361296964907
38904.51449942747,20.25658844966088,-179.98398598395906
39810.717055349116,20.256588473218557,-179.98435050742944
40738.02778041065,20.256588495715956,-179.98470673333517
41686.938347032905,20.25658851720081,-179.98505485055173
42657.95188015862,20.256588537718688,-179.98539504365525
43651.58322401593,20.25658855731311,-179.98572749302036
44668.359215095625,20.25658857602563,-179.986052374916
45708.818961486795,20.25658859389596,-179.98636986159863
46773.51412871909,20.256588610961984,-179.98668012140374
47863.00923226309,20.25658862725991,-179.98698331883506
48977.881936843856,20.256588642824312,-179.98727961465173
50118.72336272644,20.2565886576882,-179.98756916599237
51286.13839913568,20.256588671883105,-179.9878521262643
52480.74602497643,20.256588685439134,-179.98812864561327
53703.17963702443,20.256588698385038,-179.9883988706145
54954.08738576159,20.256588710748282,-179.98866294458364
56234.13251903402,20.256588722555083,-179.98892100741952
57543.993733714786,20.256588733830498,-179.98917319606696
58884.36553555797,20.25658874459843,-179.98941964420078
60255.958607434826,20.25658875488173,-179.989660482491
61659.50018614724,20.256588764702204,-179.98989583863315
63095.734448018324,20.256588774080683,-179.99012583741614
64565.422903464525,20.25658878303706,-179.9903506007883
66069.34480075855,20.25658879159034,-179.99057024792205
67608.2975391971,20.256588799758646,-179.99078489527722
69183.09709189254,20.256588807559332,-179.9909946566626
70794.57843841266,20.25658881500892,-179.99119964329637
72443.59600749785,20.256588822123227,-179.99139996386518
74131.02413009056,20.25658882891733,-179.99159572458152
75857.75750291716,20.25658883540565,-179.99178702924036
77624.71166286792,20.256588841601953,-179.9919739792739
79432.82347242687,20.256588847519378,-179.99215667380545
81283.05161640861,20.25658885317047,-179.99233520970208
83176.37711026576,20.25658885856722,-179.99250968162585
85113.80382023628,20.256588863721078,-179.99268018208406
87096.35899560666,20.256588868642975,-179.99284680155597
89125.09381337311,20.256588873343347,-179.99300962815224
91201.0839355895,20.256588877832172,-179.99316874843885
93325.43007969759,20.256588882118965,-179.99332424670575
95499.25860214204,20.256588886212818,-179.9934762054779
97723.72209557948,20.25658889012242,-179.9936247050926
99999.99999999837,20.256588893856062,-179.9937698245195
102329.29922807374,20.25658889742166,-179.9939116406251
104712.85480508824,20.256588900826777,-179.99405022860216
107151.93052375889,20.256588904078644,-179.9941856620096
109647.8196143167,20.25658890718415,-179.99431801242278
112201.8454301945,20.256588910149883,-179.99444735024883
114815.36214968639,20.25658891298214,-179.99457374398665
117489.75549395103,20.256588915686923,-179.99469726065183
120226.44346173931,20.256588918269976,-179.99481796573454
123026.87708123613,20.25658892073676,-179.9949359232342
125892.54117941465,20.25658892309253,-179.9950511956935
128824.95516931127,20.256588925342275,-179.99516384423134
131825.67385563854,20.25658892749076,-179.99527392857544
134896.28825916312,20.256588929542545,-179.99538150709407
138038.4264602862,20.256588931501987,-179.99548663682666
141253.7544622731,20.25658893337324,-179.99558937351446
144543.97707459037,20.256588935160273,-179.9956897716298
147910.8388168183,20.256588936866876,-179.99578788440508
151356.1248436183,20.256588938496666,-179.99588376386097
154881.66189124557,20.25658894005311,-179.99597746083404
158489.31924610873,20.256588941539494,-179.99606902500366
162181.00973589031,20.25658894295899,-179.99615850491838
165958.6907437533,20.25658894431459,-179.9962459480216
169824.3652461716,20.25658894560918,-179.99633140067678
173780.08287493463,20.256588946845504,-179.99641490819215
177827.94100388928,20.256588948026184,-179.99649651484435
181970.08586099528,20.25658894915373,-179.99657626390245
186208.7136662836,20.256588950230523,-179.99665419780578
190546.0717963215,20.256588951258856,-179.99673035740963
194984.45997580123,20.2565889522409,-179.99680478356115
199526.23149688457,20.256588953178746,-179.99687751556664
204173.79446694948,20.256588954074385,-179.9969485919896
208929.6130854004,20.25658895492971,-179.9970180505156
213796.20895021956,20.256588955746544,-179.9970859279726
218776.1623949515,20.256588956526613,-179.99715226035008
223872.1138568301,20.256588957271568,-179.99721708281828
229086.76527677337,20.256588957983,-179.99728042974698
234422.88153198818,20.256588958662412,-179.99734233472356
239883.2919019449,20.256588959311244,-179.99740283057085
245470.8915684988,20.256588959930877,-179.99746194936455
251188.64315095366,20.256588960522613,-179.99751972260563
257039.57827688192,20.256588961087726,-179.9975761804599
263026.79918953363,20.2565889616274,-179.9976313533284
269153.4803926869,20.256588962142782,-179.9976852703091
275422.87033381185,20.256588962634975,-179.99773795998948
281838.2931264405,20.256588963105013,-179.99778945030633
288403.1503126556,20.256588963553895,-179.99783976856045
295120.92266663344,20.256588963982573,-179.99788894174216
301995.17204019637,20.256588964391963,-179.99793699499097
309029.54325135367,20.25658896478292,-179.99798395471808
316227.76601683244,20.256588965156283,-179.9980298455113
323593.65692962264,20.256588965512844,-179.99807469170253
331131.1214825853,20.25658896585336,-179.99811851706983
338844.15613919665,20.25658896617854,-179.99816134485
346736.8504525256,20.256588966489097,-179.99820319775085
